V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Time,Amount,Class,Prediction,Fraud_Probability
0.113517345251248,0.6621306745210467,1.586016816145352,-1.237815498826849,2.133033374656266,-1.9520877995225017,-0.1517850950355833,0.5883172064845765,0.2809918677350326,-0.6226995198205938,-0.2081222503572752,-0.4930009346588328,-0.5893647569442115,0.8496020970210246,0.3570154859650473,-0.6929095952606542,0.8995998754332507,0.3072995208766093,0.8128621188389601,0.6296288419236122,-0.8289950109220723,-0.5601810401969696,0.7472936051232618,0.6103702654334648,-0.0209015939641481,0.117327383308782,1.277664895788425,-0.5915713888358299,114896.74599139128,21.12666138498674,0.0,Legitimate,0.0002
0.5470973811700379,-0.202192652433894,-0.2176812032272203,1.09877685198719,0.8254163489880298,0.8135096360006385,1.305478807154329,0.021003841632759,0.6819529712949639,-0.310266756593456,0.3241663524884421,-0.1301430543676845,0.0969959649927181,0.5951570254369136,-0.8182206832334725,2.09238727568546,-1.006017381499702,-1.2141886127877322,1.1581108735000678,0.7916626939629359,0.6241198170521551,0.6283455092642799,-0.0122467728469146,-0.8972543714858315,0.0758045581937263,-0.6771617115121117,0.9751197334177512,-0.1470573815021386,137453.7532244652,23.819325215476244,0.0,Legitimate,0.0002
-0.8254971967925115,-0.3213858416529934,0.4129314542756243,-0.5637245528039747,-0.8222203955664315,0.2436872114919123,0.2449665711087227,-0.5069431753711298,-0.4710383056183228,0.2320499373576363,-1.448084341497324,-1.4074637743765552,-0.718444221252436,-0.2134471517118472,0.3109075655980046,1.475356216949552,0.8576596232020194,-0.1599385299634271,-0.0190162079026888,-1.0025293646378088,-0.0185131359923899,-0.2886586389201383,0.3227185603380895,-0.827230943552323,0.5193465142411723,1.5327389130025777,-0.1087601484568576,0.4017117220989414,160216.3272060494,16.03627707031239,0.0,Legitimate,0.0002
0.6901439917111125,-0.4012204718858362,0.2240924818104167,0.0125924007817948,0.0976760985488317,-0.7730097838554665,0.0245101742589427,0.4979982912454497,1.4511436077950417,0.9592708260852068,2.1531824575115563,-0.7673475628880495,0.8723206367206782,0.1833420057383517,2.1898029332176723,-0.8082982853551515,-0.8397218421807761,-0.5993926454440222,-2.123895724309807,-0.525755021680761,-0.759132661553698,0.1503937864762076,0.3417559757771594,1.8761708392158865,0.9504238381860504,-0.5769036556624031,-0.898414671348358,0.4919191715065057,40546.15174462237,24.473206871401363,0.0,Legitimate,0.0002
-1.3202332070206422,1.8314587658543535,1.179440120721287,-0.4691756521047048,-1.7131345290908775,1.3538723741654128,-0.1145398452526178,1.2378163119734618,-1.594427658794367,-0.5993750229537729,0.0052436997181831,0.046980593764742,-0.4500654714792436,0.6228499323474987,-1.0676204293825944,-0.1423794850212935,0.1202956317118988,0.514438834058749,0.7116148780888898,-1.1246420918378692,-1.5341141707356225,1.277676821898509,0.3323140119795916,-0.7484865365565536,1.551151975522523,0.1156746342928586,1.1792971840638264,0.0675184814101089,69001.79025184845,236.24694518530532,0.0,Legitimate,0.0002
2.060747924881987,1.7553408424432044,-0.2489641484790735,0.9715709509543554,0.6453759495851475,1.3686315575323489,-0.9649234605801044,0.6860514599984393,1.0584244868495878,-1.7587394864231145,-1.183258512665775,-2.039232177760101,-0.2694068344445577,0.7175422557959623,1.502357052096028,0.0740947804197751,1.6286155455712918,-1.3801014582148914,-1.7033824393551549,-0.0555476988966187,0.3840654489393073,-0.0326947480940931,-2.0674421000398766,-0.0891200395127884,-1.3044695005048532,0.6696725488300385,0.3665982460968482,-0.9398797863273552,26337.48710349613,14.877644477154934,0.0,Legitimate,0.0002
-0.5138669173366935,-1.0592135218889516,-0.0626790972731718,0.9551423205012384,-0.9857260463355436,0.5040465155178444,-0.5302576183724408,-0.7928728322623442,-0.1070303599545578,-1.035242322419374,-0.553649305347182,-1.1978778925888485,1.9647251329163893,0.0352635519717286,-0.6997255079925856,0.213979910734222,-0.1123280496908298,-0.2209695995332229,0.6141667000434252,0.7575077100473051,-0.5305011476105275,-0.57581824064468,-0.275051697151644,-2.301921164735585,-1.5151910621985525,1.366874267444525,1.6449677135012837,-0.2490360395563783,171501.14917296724,10.481239714760967,0.0,Legitimate,0.0002
0.5765569630557664,0.3112501545435361,3.0788808084552377,1.1195749114345768,-0.1279175914807665,-0.9555404406004258,-1.6064463202575725,0.2034636358672231,-0.7563507452843033,-1.4222537095976742,-0.6465728842425266,-1.081548003614395,1.6871416350725648,0.8816397569494505,-0.0079726413166173,1.479944138890026,0.0773683076476183,-0.8612842013282637,1.5231240772696573,0.5389100436846587,-1.0372461543264564,-0.1903386780836082,-0.8756182533847572,-1.382799730964336,0.9261775475316414,1.9094166404701305,-1.3985675738191412,0.5629692366905709,160185.76725731822,34.11349769847621,0.0,Legitimate,0.0002
-0.6506425691218269,-0.487125383764696,-0.5923939242388692,-0.863990769679816,0.0485216279448269,-0.8309501164110378,0.2704568257798388,-0.0502381094491369,-0.2389480468664097,-0.907563662041598,-0.5767713305683327,0.755391225825756,0.5009171876243808,-0.977555244798551,0.0993323054292258,0.751387123371789,-1.6694052811213718,0.543360192379935,-0.6626237589458467,0.5705986685931593,-0.7632591565425169,-1.804882100664519,-1.6275424378831629,0.0480849466613819,0.2597225017214818,-0.9043166251044086,0.6385924587773739,-1.66152006226896,93304.59211248068,1.6068590395675533,0.0,Legitimate,0.0002
-0.0660797986473165,-1.211016199762457,-0.6518361078021592,0.047398671316414,-0.8604133652839524,-0.3845555442298253,1.0062928092144403,-0.5768918695231487,0.8356921120651418,-1.129706854657618,0.5298041779152828,1.4415686206579004,-2.4716445001272893,-0.7968952554704768,0.57707212718054,-0.2030453860429927,0.3711458733713088,-0.6039851867158206,0.0865897874728999,-0.1556772353920794,1.1677820616598074,0.2544208433012131,0.3376026620752022,-0.4118769661224674,-0.4876062240724935,-0.4325581878196209,0.3944521423782968,-0.4209844808202629,145503.35326824558,21.41211293531807,0.0,Legitimate,0.0002
0.2897748568964129,2.075400798645439,0.8711247034316923,-0.3260235321678411,1.2012139221639448,-0.4080753730215514,-2.038124535177854,-1.008086310917404,-1.870791921025856,-0.3515134840413086,0.0184183791895517,1.6764373122752827,0.3269273737641626,-0.2191005288088642,0.8294055811834892,-2.211135309007885,0.2356145581085659,0.7708651938869668,-1.4785862457798415,1.143754043206929,0.3384964074944141,-0.4152879139008013,0.6327818661062848,2.270692857804396,0.1818662550584951,0.248220586300336,-0.4593608995402441,-0.8498443694647918,90021.5384726089,13.850025817445522,0.0,Legitimate,0.0002
0.8303358165442456,-0.8560838259088672,0.0715662372193924,-0.4776574467651167,0.4789798257463918,0.3336621052869483,1.0375399442578992,-0.510016398854747,-0.2698749352933712,-0.9787637157823074,-0.4442932600761116,0.3773004930448522,0.7569886166453519,-0.9221653241776254,0.8696059201056602,1.355637858804951,0.4134349032237008,1.876795812558066,-0.773789199103573,-1.244654703311417,-1.7787202489042786,1.496044311489183,0.6543656563540577,-0.055584670910455,0.2799686263198203,-1.1254890472983765,2.4457519796168263,0.1292211819752275,107755.60688687688,7.446072662245169,0.0,Legitimate,0.0002
0.1093947946048928,0.725766623898692,0.4810092317367132,0.2238840242791313,-0.7904744554453119,0.4714683571359957,1.8820244964750337,1.3454200461549777,1.593186626639397,-0.5112156764311852,-0.9896048202585808,-0.1257869200996481,0.0557249122886946,1.0941915184709483,-1.6924646297148194,1.5295503194606137,-0.1580078985789894,-0.42688106994742,-1.0121043752601675,-1.6548566718657691,0.8231705839619146,0.0733179671884038,-1.289960899741054,-1.295078772063616,-0.3357846992901282,1.669021525289393,-0.2595913513636048,-1.5031429531181062,15400.701869647672,33.3733497669019,0.0,Legitimate,0.0002
-0.2457430640859443,-0.2727235697476705,-2.696886642941572,-0.0542948665178122,-0.2309345302086779,0.6962063648134184,1.8489560949453447,1.1265650295477574,-0.2688886905548305,-1.1065259087416703,2.5733598032498604,0.0592184340144882,0.0139292919129462,-0.0241250871100032,0.1980847607678549,-0.1443604119239424,-0.5736620068802363,-0.5468589412403921,-0.0327532702159983,-0.543424771133765,-0.7128457826771644,0.1064302276918968,-0.2549772174208553,1.5039929885826886,-2.650969808393012,1.0915068519224618,1.246085192497629,-2.073390232408149,130510.7286618484,21.19972942120465,0.0,Legitimate,0.0002
-0.3426875940803487,-0.3714408659957914,-1.4075116947178212,-0.7778166875908753,-1.1105758454658288,1.7522704434236227,0.9356783931474612,1.2715550949941588,0.7216720640432351,-1.1290517712172292,-0.5245202662797737,0.489374561227918,-1.2221278088919454,0.7129984301723881,-0.240325398158135,-0.3748208075495975,0.7109599682034915,0.4442633114860397,-0.3609661658190799,1.159329803364248,-1.081063327599897,0.6159356069442637,0.5931012579683838,-0.3095464393139903,0.326133022242118,-1.251113576385303,0.924027019206901,-0.184902136442989,22068.889972168578,3.3121286935151733,0.0,Legitimate,0.0002
-0.5227230205190395,1.0490092258368893,-0.7043436905427592,-1.4084612963635597,-1.5566291735239035,0.6060099513456396,-1.280429352496283,1.7547941819843649,-2.081929407883722,1.6964563682900382,0.2110174672026184,-0.0967131118703923,-0.5449190868089497,0.3991361143520708,-0.0376347024248483,1.1033018820165217,0.1142276486620396,0.1503017614618776,-0.3636122122138558,-0.0569456237210674,0.3078017688920592,-1.7101683926566256,-1.348185422105713,0.743264094022715,0.1708654381279418,-0.1839833363526791,0.0184339330653931,0.347581705361671,142744.4865076369,10.522022890624816,0.0,Legitimate,0.0002
-0.5397596803093615,-0.7783047254023127,0.1958452550976815,-0.978372777615032,0.4082527557144718,-1.7025836042378404,1.0291556373256436,0.472597482413043,0.2560297343138756,0.982690983945514,1.6654744444625766,1.0143700650181304,-1.8408742313316453,-1.2795769667357015,-0.6248185776956788,0.0260910502108337,0.517659020469123,-0.7257438131534656,0.1867667644770783,-0.7553829323533225,-0.6115178029919482,-1.4066610968482225,-0.9232332461109044,-1.3516846056163336,-0.9758732529773329,1.0536417966078395,-0.949398888831943,2.632382064837391,135134.4535494427,1.1182095552799631,0.0,Legitimate,0.0002
0.4933179008808892,0.1848361236948739,-0.8583577801812136,0.7003098794089914,-0.5756378262377739,0.1220098146453614,2.5600845382687947,-0.0960598997246498,1.1492733262856758,-0.7031764251258874,-0.0349884904969617,1.77080063563551,-0.6269670577877674,1.8124485579969287,0.7077519354554754,-0.5624667758942676,0.632407739055521,0.97255444962673,0.6218099622171964,-1.5702247198904564,-0.7271371758248686,-0.2475186355515047,-0.0744334291000462,0.620672097550678,0.1777010009332538,-1.3353443587101013,0.3801978510059632,0.6105857452838231,122471.08376998632,26.930765019724195,0.0,Legitimate,0.0002
0.5597904479310398,1.0807807255546218,0.8339221545489041,0.4591800792284367,-0.070165711458647,-1.6609609335159914,0.4296182191325858,0.2076876871631111,0.2715788371953734,-1.2767485758203094,-1.0810565404082624,1.0531528533329035,-0.039555153856655,0.6815006973726244,0.0283183761304611,0.0297561394957451,0.9382838059759976,-0.5160447282173739,0.0961207769409833,-0.4622752887050425,-0.4344962274323156,-0.3091721234686393,0.2221337716337128,-0.4787486216634773,1.2557561255735208,-0.8946073022195039,-0.186871644161359,-0.4397310582741749,6248.513754678894,26.66360210768813,0.0,Legitimate,0.0002
1.4469778843537329,0.1965547765115746,1.0318445394686349,-1.485560373036972,0.2670502658692588,0.889630795623437,0.0822839892754241,1.0654803750653512,-0.5172884501003722,1.40934744018558,2.2988981236192503,-0.362838560439659,-0.4455025214007718,1.453384477117701,1.5795721457307124,-0.5228600271532683,-0.4201868170958572,-0.2817846088605072,-1.344450511034277,-0.9186519464841982,-1.004140766752068,-0.7677975651041284,-0.0346848873867811,0.2342147325365207,1.5505004928140769,-0.998354040738791,0.9843223984765838,-0.2139888442255089,52380.57990735278,9.085848617862446,0.0,Legitimate,0.0002
-0.0494637096524329,0.6748194921666038,-1.1227220215622986,0.3824097461840506,0.1664522082130561,0.4924512640081491,0.2891686439078181,2.4553001399108942,-0.637739984251316,-0.5309969550018176,-0.6231405264247644,-0.5554771191602547,-0.6373871273065177,1.1890165311075518,1.4205042479898549,-0.5707462937494763,-0.8323555731042287,0.4714155563864041,-0.5522230442809712,0.6329318177555108,0.2029230208512997,-1.515744114997232,1.5475052013300616,1.7958776730955217,-0.6127886904843862,-0.3877015599359841,0.2858653907249049,0.334456789987025,45465.85208059365,34.470804234272364,0.0,Legitimate,0.0002
0.6585442726728304,2.0102045387663496,-0.1769472274940494,-0.7982972445384537,-1.3793192280145272,-0.7309300399419191,-0.033126972873797,1.7945578635177877,-0.5176112990361714,0.2237879516388985,-0.016422896072752,1.188393273448084,2.5269324258736217,-0.5308687729203206,-0.4894394425182221,1.044160877069072,0.6818914896263114,1.8467073257360336,0.5839281853259639,-0.3592920907870595,0.5906548306923093,1.1087035805829075,0.820482181197364,0.5072740311072977,1.066674689589154,1.1692955904456728,1.3821589910375272,0.6487098875896427,62231.5712110785,5.570592261397338,0.0,Legitimate,0.0002
-0.1671180803168543,0.1467136864333228,1.2065089665083568,-0.8169356709872361,0.3686733088729012,-0.3933388123273607,0.0287448229348174,1.2784518626072987,0.1910990680199033,0.0464365481561488,-1.3598561409799192,0.7462535660272207,0.6454841811410754,2.16325472330546,-0.3077782349530008,0.2191503276639389,0.2493836837107552,1.5774532797634744,-0.0952955323869521,0.2790215257703392,0.6078965097165392,0.1866091231563581,-0.4464336145505282,0.1940899928983075,1.073631749859772,-1.0265152994110602,0.132969674146876,-0.7001208149391732,15144.6666407913,7.640652261415127,0.0,Legitimate,0.0002
1.1950466289248425,-1.5231869047837747,-0.5589218472715883,0.3772118750645208,1.5655240292343404,-0.0657502610729878,-0.5551995266931984,1.88115706944059,-1.448013900416244,-2.198805956620082,0.4400144500533324,-0.5020542243526112,-1.0212328171307132,0.7083564472993533,0.2438007137711988,-0.5640786307367284,-1.2803043986708944,0.8724573282801447,0.650201177958661,-0.0991758637793829,1.8466369960476656,-1.0700847663261526,-1.5255251709247388,-0.6919080698812444,-0.0455860163554978,0.2433394493226918,-0.2412360578563298,0.3520553965142968,161906.31181976764,30.48364969752562,0.0,Legitimate,0.0002
-1.251539424190444,1.4437646040732597,-0.0821511783925688,1.1172958315881276,0.3427253463777041,0.4567532191537839,0.5697672802322039,0.4477085600173149,0.6427227598675439,1.3291525301324314,0.1965211697014701,0.7090037575885123,-0.0897356942872267,1.4401172154494728,-0.6763923020592697,1.8009404329108156,-0.0401579506443434,-1.430775102118048,0.1281044149107892,-0.6810516574748808,0.8406435489887241,-0.6526239793023909,-0.4461834332147797,-1.889540730945531,-0.4523063192490767,-2.4238793266289567,-1.5839028234857233,0.7604146561442974,95697.02719509862,10.087865289524771,0.0,Legitimate,0.0002
0.7858001586508322,0.4254575617849647,-0.966976143129213,-0.0477113561419798,-0.0036025390905684,-1.1583646891925428,1.5033983017671506,0.8773622905756714,-0.2209641738296639,0.0268858389945307,0.2083828079475524,-2.04173486842429,-0.2471773825205969,-0.6819842479977986,-1.0016200098949155,-0.2811002928859549,1.7976865268495226,0.6408428612670098,-0.5711789897827968,0.5725827813561586,1.399355436586002,0.9246336829127688,0.0596303699201741,-0.6469367777055739,0.6982233136135899,0.3934853854217496,0.8951932200277323,0.6351718016819695,52794.60088170647,18.86565444539429,0.0,Legitimate,0.0002
1.0495527153193351,-0.535235211560568,1.3173940656343257,0.1975996046923996,2.075260872625265,-0.6891878180895679,1.7359638031652491,0.1979107834626478,-0.6514180036144483,-0.4838858340543215,-0.3203473081943201,0.4241659464019164,0.5228354880354996,-0.573700003938579,-0.0243545922609828,2.142270358611864,1.7275431701007111,0.4363236696740321,0.0380034781682002,0.1200313267182613,0.6135179727304166,-1.0227925651984056,-0.2573765374233451,-1.6685840738775894,0.3992231226052792,0.647195939702741,-0.483186462299374,1.5739867632900328,68598.40615043617,11.43125159370633,0.0,Legitimate,0.0002
-1.2257656630023412,-1.4643748802098202,0.224451818559972,1.0470983026121543,1.6839276914578687,-0.45888426286894,1.0786808334312956,-0.0385084695007072,-0.1726272999408196,0.8836599374866724,0.6523228784134196,-1.5763921569842494,1.4765403497258958,1.3800913541474515,-0.6255627015095294,0.395803533437409,0.4940301862827388,0.2606737658239071,-0.5503051538454201,-0.6716233679380516,-0.0255540709914452,1.172729019259365,0.5436001545944323,-0.3706143320861059,0.7716987106483447,-2.8485426206300755,1.1487657003721037,-1.7397137787780996,77276.5989992356,13.317365279410456,0.0,Legitimate,0.0002
-0.3624409414031321,-1.119669894626144,-1.2946814757209058,1.1608267873785194,-0.4677012013118913,0.3465038817307158,-0.046920578879184,0.4770408272231214,0.0768218910602553,-1.2829922241885696,0.99626681944714,-0.4937565831613125,-1.556581898659751,-0.4281151609659125,1.5007597906343109,0.8502217421134929,-0.3486521344078592,-0.3492577043184288,-0.3216350512173826,2.076747983560841,0.3819354522315533,0.4300416471910696,1.0302834540318422,0.2387891590265135,-0.2590421458207031,-0.1963498490849782,-0.0716012594140639,-0.0372222365098415,103782.70080471468,13.912333989295991,0.0,Legitimate,0.0002
0.7276295436369798,0.0519458858072994,0.7326400772155792,-0.0807165801085823,0.0786351903160905,-1.998200684532108,0.9163276747024814,0.3464884758979927,0.9980101098596522,-2.8962553781936893,2.0883747047807275,-0.1395896281551737,1.1081828167375165,-1.0399059271255309,0.6127739050625697,-1.053415563173656,-0.6237689606958051,1.914031353866786,-0.1906824007633465,0.2174328731797228,0.8700677306887542,0.4956818879726046,0.1504189051435764,0.3649610024662254,2.403415585238275,-0.0576187970335853,0.2010990467149675,1.050654396007612,89109.40510595482,9.907016493097466,0.0,Legitimate,0.0002
1.1055259329579838,1.18703030556038,0.6387302220291846,-1.1430049127304835,1.633431532301096,-1.146345393018688,0.3026354652390332,-0.7542758500193579,-0.0641383465929925,0.3287624103034804,0.321357215450273,0.4219207542352847,1.613711269058647,0.4535343015139798,-0.2441566352906486,0.9640871682883572,1.1894704889246406,-1.2276078151369925,0.597400069849858,0.7011727423108983,-0.2975635033599919,1.3757068133116197,-0.1500555870325267,0.1255764534715422,-0.1730718242838696,0.0155790475814675,-1.0962750868952018,-1.4400508825942944,158870.93297145132,27.17913856086855,0.0,Legitimate,0.0002
1.5945050632249722,-0.8469613483183278,-0.9913923494563072,-2.153390113603715,-0.6389617476895022,-1.3230897934074983,1.642015160136369,1.009817089342634,-0.6881503451777238,2.2524358053443088,0.9817654869915944,-0.3248313835086224,-2.499405714873573,2.2909425725907417,-1.389572466763596,-1.6453987469568918,1.0225704320096405,2.439752406339273,1.3842728185105182,0.5639091200523596,0.594754341665286,0.8534155587803077,0.7589285897867651,0.2811914239693758,0.104201103951876,-0.0625931278995224,-0.7539645888666763,-0.280675076866774,85875.28984612747,10.719575041931623,0.0,Legitimate,0.0002
-1.6929568141953857,-0.0983396267947498,-0.9885911071509176,-1.103589317215771,0.1798941511534784,1.392002286344599,0.918316606002313,-1.570500603623177,-0.9896281365703375,0.940771187988216,-0.9824873935383096,-0.2246331499970246,0.5500520990245519,-0.9683444548636352,0.1053755061459599,-1.3340254949182044,-0.6013676439512137,0.3197819341425369,-1.5929937335316693,0.440474737960399,-0.0196377989266812,0.5524899544171478,0.2239141340646614,1.3641404299738442,0.1252245026479072,-0.429405541125253,0.1222975030322837,0.5432980290363879,171444.90496146842,20.40309721917984,0.0,Legitimate,0.0002
0.0488600703257043,0.0405916912038823,-0.7019916878067554,-0.6629009175509482,-1.4026052717996935,1.7495767431869391,-1.243863235391285,-0.6929051977959073,-0.7184072655691974,0.8949243769444413,-0.2949496782920278,1.2477420726737338,-0.6734906242438685,0.2789941622238019,-0.8353470532597573,2.1451491277733883,-1.1875984190295128,0.3098207102270275,0.6337768809320985,0.4137990974514982,-0.1852876588777083,-0.1298206997334261,0.0438114719791096,-0.1470020016284886,0.9638791167949096,2.2105230015913517,-0.5574917850078336,-1.3698029795790778,147126.23269835254,9.691685167000005,0.0,Legitimate,0.0002
-0.0882820483512548,2.5797093376543185,-0.8036745679697308,1.6391168054440677,1.677700814076441,-0.5535882417079946,0.5689830791852754,1.628396623128538,-0.3791277409874871,-0.2035803601023617,-0.5816809139486437,-1.0147567306928669,-0.6492775450660071,-1.2239402667622563,0.034083468259226,-0.7699732310586418,0.2337859117907477,-1.5558956462036273,0.330880232214457,0.8335289616089246,-1.9937356425714556,0.3740565698475721,1.2276689924732922,-1.2096410186912054,1.6725723868377034,0.4190190093660452,-0.7050118557584089,-0.055769077657706,36030.61688094763,4.330579529611772,0.0,Legitimate,0.0002
3.36865287388875,2.749290477643113,5.433023103196508,0.4340407400026127,1.6865592690019542,1.8072387787162916,3.4840541574231967,1.2393381588010874,0.2434372187362181,3.811713962691504,1.525024956108158,3.3179652645890645,3.143297601188317,1.9551642891465504,1.738529442447878,1.4126527905052932,1.977210306845016,3.2946503392559467,0.8053397284106307,2.163268445313681,0.3220528577017885,0.5088406504367109,1.953591504266564,-0.9402370124407478,5.090837924924077,0.2104100676346454,1.93986723101517,3.752326582725297,903.6772202153207,368.5665491319693,1.0,Fraud,0.9896
0.7056419918742523,-1.4540454843170747,1.3325813598129923,0.6877694298858215,-1.4145602628880036,2.4273348388582985,2.3106407933494277,3.713489681807528,0.3187664517194191,-0.398704729670519,1.389915375430124,1.8674860114863572,3.3820244044797443,4.115852007507739,3.821718700861021,2.414815500339,3.199248880256222,1.0392598478462238,2.2525927887128696,0.2130647910682908,2.0940280953303096,2.132970046097019,4.583192908527455,1.6565257077646305,2.1350642564799296,2.3554421235680643,1.31776952616732,0.7962609001825292,131499.2033328546,15.769910139791678,1.0,Fraud,0.9765
